timestamp,device_id,double_latitude,double_longitude,double_bearing,double_speed,double_altitude,provider,accuracy
1676305149256,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.6470947265625,-90.30767549882046,-1,-1,169.09271240234375,gps,64
1676305329259,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64712180148715,-90.30767549882046,-1,-1,169.09271240234375,gps,64
1676305449593,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64715878349415,-90.3077373623944,-1,-1,168.63956451416016,fused,35
1676305509263,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64712180148715,-90.30767549882046,-1,-1,169.09271240234375,gps,64
1676305689265,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64712180148715,-90.30767549882046,-1,-1,169.09271240234375,gps,64
1676305749545,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.647153846867205,-90.3077267599302,-1,-1,168.93612670898438,fused,35
1676305869269,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64712180148715,-90.30767549882046,-1,-1,169.09271240234375,gps,64
1676306049270,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64712180148715,-90.30767549882046,-1,-1,169.09271240234375,gps,64
1676306049548,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.647114833217394,-90.30765857869102,-1,-1,166.82640457153317,fused,110
1676306229274,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64712180148715,-90.30767549882046,-1,-1,169.09271240234375,gps,64
1676306349555,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.648524964480316,-90.31040260657237,-1,-1,170.6444511413574,fused,91
1676306409276,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64842277027631,-90.31002620581863,-1,-1,173.63821029663086,gps,91
1676306589279,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64813706885856,-90.31066913887359,-1,-1,175.6255226135254,gps,45
1676306649550,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64740192790809,-90.3090661559164,-1,-1,172.9968147277832,fused,45
1676306769282,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64813706885856,-90.31066913887359,-1,-1,175.6255226135254,gps,45
1676306949284,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64813706885856,-90.31066913887359,-1,-1,175.6255226135254,gps,45
1676306949557,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64816210179619,-90.31080450906765,-1,-1,172.6372833251953,fused,36
1676307129261,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64813706885856,-90.31066913887359,-1,-1,175.6255226135254,gps,45
1676307249539,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.647572292349565,-90.30932053382931,-1,-1,169.54076004028317,fused,44
1676307309258,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.6471794885261,-90.30791073987851,-1,-1,168.58128738403317,gps,110
1676307489259,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64788762718379,-90.31084601960212,-1,-1,170.93975067138672,gps,36
1676307549536,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64763243825488,-90.30997383220578,-1,-1,169.22607421875,fused,43
1676307669261,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64788762718379,-90.31084601960212,-1,-1,170.93975067138672,gps,36
1676307849262,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64788762718379,-90.31084601960212,-1,-1,170.93975067138672,gps,36
1676307849539,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.647497480949504,-90.30977970142872,-1,-1,168.7509956359863,fused,43
1676308029263,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64788762718379,-90.31084601960212,-1,-1,170.93975067138672,gps,36
1676308149548,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.647831017168826,-90.31086053128868,-1,-1,169.00688552856442,fused,36
1676308209264,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64788762718379,-90.31084601960212,-1,-1,170.93975067138672,gps,36
1676308389265,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64788762718379,-90.31084601960212,-1,-1,170.93975067138672,gps,36
1676308449547,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64758971758991,-90.31045392468285,-1,-1,169.83537673950198,fused,36
1676308569267,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64788762718379,-90.31084601960212,-1,-1,170.93975067138672,gps,36
1676308749268,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64788762718379,-90.31084601960212,-1,-1,170.93975067138672,gps,36
1676308749546,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.648023989565566,-90.31066098359301,-1,-1,170.27790451049802,fused,36
1676308929269,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64788762718379,-90.31084601960212,-1,-1,170.93975067138672,gps,36
1676309049537,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64801409614905,-90.31063330411095,-1,-1,170.73824691772458,fused,36
1676309109265,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64788762718379,-90.31084601960212,-1,-1,170.93975067138672,gps,36
1676309289266,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64788762718379,-90.31084601960212,-1,-1,170.93975067138672,gps,36
1676309349542,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.648105813074935,-90.31155291502745,-1,-1,167.33585357666016,fused,35
1676309469267,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64815597015277,-90.3116958576948,-1,-1,167.38740158081058,gps,28
1676309649268,c8524dee-8a13-45b9-85f8-9073f7a9177e,38.64815597015277,-90.3116958576948,-1,-1,167.38740158081058,gps,28
